--- COOLDOWN SIMULATION ANALYSIS ---
Generated at: 2025-10-10 18:14:05
Total Entries: 10000
Cooldown: 3.459960 s
Cooldown: 3.411475 s
Cooldown: 3.360473 s
Cooldown: 2.789578 s
Cooldown: 3.504570 s
Cooldown: 3.505593 s
Cooldown: 3.230212 s
Cooldown: 2.974186 s
Cooldown: 3.045940 s
Cooldown: 3.286540 s
Cooldown: 2.949216 s
Cooldown: 3.311080 s
Cooldown: 2.919833 s
Cooldown: 3.193876 s
Cooldown: 3.015366 s
Cooldown: 3.048729 s
Cooldown: 3.506593 s
Cooldown: 2.886355 s
Cooldown: 2.874050 s
Cooldown: 2.887179 s
Cooldown: 3.017324 s
Cooldown: 2.734224 s
Cooldown: 2.678186 s
Cooldown: 2.860928 s
Cooldown: 3.160450 s
Cooldown: 2.693205 s
Cooldown: 2.781817 s
Cooldown: 2.525163 s
Cooldown: 2.689107 s
Cooldown: 2.933098 s
Cooldown: 3.332062 s
Cooldown: 3.138212 s
Cooldown: 2.606700 s
Cooldown: 2.969138 s
Cooldown: 2.865536 s
Cooldown: 3.010285 s
Cooldown: 2.947663 s
Cooldown: 2.923692 s
Cooldown: 3.283778 s
Cooldown: 3.006904 s
Cooldown: 3.020911 s
Cooldown: 3.878253 s
Cooldown: 2.632004 s
Cooldown: 3.333785 s
Cooldown: 2.737186 s
Cooldown: 2.816520 s
Cooldown: 2.854650 s
Cooldown: 3.038467 s
Cooldown: 2.680784 s
Cooldown: 3.243523 s
Cooldown: 3.028580 s
Cooldown: 3.524274 s
Cooldown: 3.082024 s
Cooldown: 3.472168 s
Cooldown: 3.177149 s
Cooldown: 3.137425 s
Cooldown: 3.275050 s
Cooldown: 3.175591 s
Cooldown: 3.388025 s
Cooldown: 2.858384 s
Cooldown: 3.020968 s
Cooldown: 2.944263 s
Cooldown: 2.814536 s
Cooldown: 3.077665 s
Cooldown: 2.850804 s
Cooldown: 3.113173 s
Cooldown: 3.324106 s
Cooldown: 2.808131 s
Cooldown: 3.236612 s
Cooldown: 3.187838 s
Cooldown: 3.392794 s
Cooldown: 3.250830 s
Cooldown: 2.907910 s
Cooldown: 3.058385 s
Cooldown: 3.259282 s
Cooldown: 2.932118 s
Cooldown: 2.922871 s
Cooldown: 2.806430 s
Cooldown: 2.686528 s
Cooldown: 3.339111 s
Cooldown: 2.616995 s
Cooldown: 3.003092 s
Cooldown: 2.956324 s
Cooldown: 3.111589 s
Cooldown: 3.099142 s
Cooldown: 3.384082 s
Cooldown: 3.337240 s
Cooldown: 3.301394 s
Cooldown: 3.565123 s
Cooldown: 3.458584 s
Cooldown: 3.247232 s
Cooldown: 3.115607 s
Cooldown: 3.423449 s
Cooldown: 3.079379 s
Cooldown: 3.249170 s
Cooldown: 18.805936 s
Cooldown: 3.174231 s
Cooldown: 3.057377 s
Cooldown: 3.160996 s
Cooldown: 2.886663 s
Cooldown: 3.485296 s
Cooldown: 3.173484 s
Cooldown: 3.157440 s
Cooldown: 3.351533 s
Cooldown: 2.994952 s
Cooldown: 2.892635 s
Cooldown: 4.145391 s
Cooldown: 2.703533 s
Cooldown: 3.051805 s
Cooldown: 2.938018 s
Cooldown: 3.069539 s
Cooldown: 3.497704 s
Cooldown: 3.102055 s
Cooldown: 2.797466 s
Cooldown: 2.967252 s
Cooldown: 2.938893 s
Cooldown: 2.947855 s
Cooldown: 2.710962 s
Cooldown: 3.177772 s
Cooldown: 2.977297 s
Cooldown: 3.084842 s
Cooldown: 2.959157 s
Cooldown: 2.826640 s
Cooldown: 2.884782 s
Cooldown: 2.665490 s
Cooldown: 2.897099 s
Cooldown: 2.904531 s
Cooldown: 3.001943 s
Cooldown: 2.749683 s
Cooldown: 3.190176 s
Cooldown: 3.079414 s
Cooldown: 2.990543 s
Cooldown: 2.640367 s
Cooldown: 3.024839 s
Cooldown: 2.825510 s
Cooldown: 3.011888 s
Cooldown: 2.604125 s
Cooldown: 2.737625 s
Cooldown: 2.895838 s
Cooldown: 3.145435 s
Cooldown: 3.554180 s
Cooldown: 2.552722 s
Cooldown: 2.910202 s
Cooldown: 2.904353 s
Cooldown: 3.789022 s
Cooldown: 3.298842 s
Cooldown: 3.092538 s
Cooldown: 3.187655 s
Cooldown: 3.157918 s
Cooldown: 3.132891 s
Cooldown: 3.191465 s
Cooldown: 3.343477 s
Cooldown: 3.433108 s
Cooldown: 2.773211 s
Cooldown: 3.068812 s
Cooldown: 2.974392 s
Cooldown: 2.981472 s
Cooldown: 3.175996 s
Cooldown: 2.998944 s
Cooldown: 2.950835 s
Cooldown: 3.250430 s
Cooldown: 3.432004 s
Cooldown: 3.185748 s
Cooldown: 3.382066 s
Cooldown: 3.266662 s
Cooldown: 3.195791 s
Cooldown: 3.288780 s
Cooldown: 3.246634 s
Cooldown: 3.070504 s
Cooldown: 2.969337 s
Cooldown: 2.868586 s
Cooldown: 3.199660 s
Cooldown: 3.272861 s
Cooldown: 4.007192 s
Cooldown: 3.235435 s
Cooldown: 2.931204 s
Cooldown: 2.726930 s
Cooldown: 2.962269 s
Cooldown: 2.916583 s
Cooldown: 3.228777 s
Cooldown: 3.089352 s
Cooldown: 3.368359 s
Cooldown: 3.700751 s
Cooldown: 3.011972 s
Cooldown: 3.495542 s
Cooldown: 3.076077 s
Cooldown: 2.798568 s
Cooldown: 3.355159 s
Cooldown: 3.104636 s
Cooldown: 3.411155 s
Cooldown: 3.363740 s
Cooldown: 3.223867 s
Cooldown: 3.582821 s
Cooldown: 3.203512 s
Cooldown: 2.986655 s
Cooldown: 3.286885 s
Cooldown: 3.268241 s
Cooldown: 3.174830 s
Cooldown: 3.191111 s
Cooldown: 3.312887 s
Cooldown: 3.009087 s
Cooldown: 3.220355 s
Cooldown: 3.303963 s
Cooldown: 3.416929 s
Cooldown: 2.792998 s
Cooldown: 3.464801 s
Cooldown: 2.999439 s
Cooldown: 3.069501 s
Cooldown: 3.021318 s
Cooldown: 2.828483 s
Cooldown: 3.103604 s
Cooldown: 2.689790 s
Cooldown: 2.700579 s
Cooldown: 2.992501 s
Cooldown: 2.567109 s
Cooldown: 3.032561 s
Cooldown: 2.987432 s
Cooldown: 2.757917 s
Cooldown: 2.700392 s
Cooldown: 2.494813 s
Cooldown: 2.442124 s
Cooldown: 2.597806 s
Cooldown: 2.703876 s
Cooldown: 2.857623 s
Cooldown: 2.562075 s
Cooldown: 2.863582 s
Cooldown: 7.839518 s
Cooldown: 2.761386 s
Cooldown: 3.038284 s
Cooldown: 2.420879 s
Cooldown: 2.414851 s
Cooldown: 2.713703 s
Cooldown: 2.928203 s
Cooldown: 2.963019 s
Cooldown: 2.833745 s
Cooldown: 3.052945 s
Cooldown: 3.138207 s
Cooldown: 2.984391 s
Cooldown: 2.980036 s
Cooldown: 2.736191 s
Cooldown: 2.783069 s
Cooldown: 2.725719 s
Cooldown: 2.732996 s
Cooldown: 2.780040 s
Cooldown: 3.023023 s
Cooldown: 2.900879 s
Cooldown: 3.165290 s
Cooldown: 3.009946 s
Cooldown: 2.618404 s
Cooldown: 3.082236 s
Cooldown: 2.832451 s
Cooldown: 2.888656 s
Cooldown: 2.605868 s
Cooldown: 2.952139 s
Cooldown: 2.899374 s
Cooldown: 2.523188 s
Cooldown: 2.880324 s
Cooldown: 2.793444 s
Cooldown: 3.326594 s
Cooldown: 3.257672 s
Cooldown: 3.194102 s
Cooldown: 3.418225 s
Cooldown: 3.369505 s
Cooldown: 3.765545 s
Cooldown: 3.045852 s
Cooldown: 2.777669 s
Cooldown: 3.017935 s
Cooldown: 2.998310 s
Cooldown: 3.046478 s
Cooldown: 3.124613 s
Cooldown: 3.133972 s
Cooldown: 3.198168 s
Cooldown: 3.405525 s
Cooldown: 3.091230 s
Cooldown: 2.967882 s
Cooldown: 2.960820 s
Cooldown: 3.160120 s
Cooldown: 3.162501 s
Cooldown: 2.850009 s
Cooldown: 3.033393 s
Cooldown: 2.480634 s
Cooldown: 3.157139 s
Cooldown: 2.815133 s
Cooldown: 2.867358 s
Cooldown: 2.983053 s
Cooldown: 2.990503 s
Cooldown: 2.970522 s
Cooldown: 2.700389 s
Cooldown: 2.832750 s
Cooldown: 2.631439 s
Cooldown: 2.749454 s
Cooldown: 2.430149 s
Cooldown: 2.744437 s
Cooldown: 2.636628 s
Cooldown: 2.810355 s
Cooldown: 2.671441 s
Cooldown: 2.928307 s
Cooldown: 3.127764 s
Cooldown: 2.589640 s
Cooldown: 2.813505 s
Cooldown: 2.645673 s
Cooldown: 2.467551 s
Cooldown: 2.752824 s
Cooldown: 2.452107 s
Cooldown: 2.423851 s
Cooldown: 2.561934 s
Cooldown: 2.937899 s
Cooldown: 2.598599 s
Cooldown: 3.044186 s
Cooldown: 3.021469 s
Cooldown: 2.628866 s
Cooldown: 2.412752 s
Cooldown: 2.706686 s
Cooldown: 3.285377 s
Cooldown: 2.407961 s
Cooldown: 2.853749 s
Cooldown: 2.704254 s
Cooldown: 2.499376 s
Cooldown: 2.950816 s
Cooldown: 2.783184 s
Cooldown: 2.867085 s
Cooldown: 3.356834 s
Cooldown: 2.711256 s
Cooldown: 2.464305 s
Cooldown: 2.712963 s
Cooldown: 2.690596 s
Cooldown: 2.461113 s
Cooldown: 3.032268 s
Cooldown: 2.568556 s
Cooldown: 3.246841 s
Cooldown: 2.935689 s
Cooldown: 2.959813 s
Cooldown: 3.080666 s
Cooldown: 2.935234 s
Cooldown: 2.746425 s
Cooldown: 3.192483 s
Cooldown: 3.226002 s
Cooldown: 2.812578 s
Cooldown: 3.077211 s
Cooldown: 3.194655 s
Cooldown: 3.595700 s
Cooldown: 3.079548 s
Cooldown: 3.500399 s
Cooldown: 3.219416 s
Cooldown: 3.144837 s
Cooldown: 3.437003 s
Cooldown: 3.141478 s
Cooldown: 2.879472 s
Cooldown: 2.758615 s
Cooldown: 3.160456 s
Cooldown: 3.649797 s
Cooldown: 2.833490 s
Cooldown: 2.900143 s
Cooldown: 3.117004 s
Cooldown: 2.647809 s
Cooldown: 3.119596 s
Cooldown: 2.651686 s
Cooldown: 2.822186 s
Cooldown: 3.030065 s
Cooldown: 2.990306 s
Cooldown: 2.926685 s
Cooldown: 3.243344 s
Cooldown: 2.794431 s
Cooldown: 2.921454 s
Cooldown: 2.845324 s
Cooldown: 3.007299 s
Cooldown: 3.163219 s
Cooldown: 2.963860 s
Cooldown: 2.760815 s
Cooldown: 2.842338 s
Cooldown: 2.894861 s
Cooldown: 3.091013 s
Cooldown: 2.810674 s
Cooldown: 2.463872 s
Cooldown: 2.701677 s
Cooldown: 2.419865 s
Cooldown: 3.181265 s
Cooldown: 3.025569 s
Cooldown: 3.048371 s
Cooldown: 4.009260 s
Cooldown: 2.933217 s
Cooldown: 3.264577 s
Cooldown: 3.373180 s
Cooldown: 3.350357 s
Cooldown: 3.075026 s
Cooldown: 2.770010 s
Cooldown: 2.816408 s
Cooldown: 3.047697 s
Cooldown: 3.389975 s
Cooldown: 3.317908 s
Cooldown: 3.208964 s
Cooldown: 3.081392 s
Cooldown: 3.229628 s
Cooldown: 2.630427 s
Cooldown: 2.694041 s
Cooldown: 2.810980 s
Cooldown: 2.894746 s
Cooldown: 2.785001 s
Cooldown: 2.770357 s
Cooldown: 2.780847 s
Cooldown: 2.603150 s
Cooldown: 2.897133 s
Cooldown: 3.575003 s
Cooldown: 2.651682 s
Cooldown: 2.582430 s
Cooldown: 2.786092 s
Cooldown: 2.716309 s
Cooldown: 3.449866 s
Cooldown: 3.028457 s
Cooldown: 3.012849 s
Cooldown: 2.865317 s
Cooldown: 3.019782 s
Cooldown: 2.974956 s
Cooldown: 3.231799 s
Cooldown: 3.215925 s
Cooldown: 3.017487 s
Cooldown: 2.788263 s
Cooldown: 3.197716 s
Cooldown: 2.775096 s
Cooldown: 2.934384 s
Cooldown: 24.512548 s
Cooldown: 3.532224 s
Cooldown: 3.325496 s
Cooldown: 3.608597 s
Cooldown: 3.192531 s
Cooldown: 2.975267 s
Cooldown: 2.930171 s
Cooldown: 3.117085 s
Cooldown: 3.299237 s
Cooldown: 3.158791 s
Cooldown: 3.206462 s
Cooldown: 3.263499 s
Cooldown: 3.573188 s
Cooldown: 3.459551 s
Cooldown: 3.542302 s
Cooldown: 3.392791 s
Cooldown: 3.068286 s
Cooldown: 2.954229 s
Cooldown: 3.248190 s
Cooldown: 3.057140 s
Cooldown: 3.259515 s
Cooldown: 2.702755 s
Cooldown: 3.287450 s
Cooldown: 2.772290 s
Cooldown: 2.704176 s
Cooldown: 2.972731 s
Cooldown: 3.107891 s
Cooldown: 2.871305 s
Cooldown: 3.051372 s
Cooldown: 4.177495 s
Cooldown: 2.866880 s
Cooldown: 2.890029 s
Cooldown: 2.958019 s
Cooldown: 2.767561 s
Cooldown: 2.856293 s
Cooldown: 3.111729 s
Cooldown: 3.081264 s
Cooldown: 3.544042 s
Cooldown: 2.768972 s
Cooldown: 2.423163 s
Cooldown: 2.453596 s
Cooldown: 2.649776 s
Cooldown: 2.922337 s
Cooldown: 3.222250 s
Cooldown: 3.187350 s
Cooldown: 3.338557 s
Cooldown: 3.006166 s
Cooldown: 3.114849 s
Cooldown: 2.988026 s
Cooldown: 3.135773 s
Cooldown: 3.169657 s
Cooldown: 3.015528 s
Cooldown: 3.403639 s
Cooldown: 3.198526 s
Cooldown: 3.120607 s
Cooldown: 3.257161 s
Cooldown: 13.589723 s
Cooldown: 3.836152 s
Cooldown: 3.266378 s
Cooldown: 3.289667 s
Cooldown: 3.476235 s
Cooldown: 3.333868 s
Cooldown: 2.812465 s
Cooldown: 3.570992 s
Cooldown: 2.754368 s
Cooldown: 2.977477 s
Cooldown: 3.229069 s
Cooldown: 3.356600 s
Cooldown: 3.246794 s
Cooldown: 3.280311 s
Cooldown: 2.868621 s
Cooldown: 2.704558 s
Cooldown: 3.114322 s
Cooldown: 3.016736 s
Cooldown: 2.895292 s
Cooldown: 3.266944 s
Cooldown: 3.030154 s
Cooldown: 2.979356 s
Cooldown: 3.285385 s
Cooldown: 3.223463 s
Cooldown: 2.901281 s
Cooldown: 3.142684 s
Cooldown: 3.445681 s
Cooldown: 3.295136 s
Cooldown: 3.044934 s
Cooldown: 2.919146 s
Cooldown: 2.905124 s
Cooldown: 2.993200 s
Cooldown: 3.089368 s
Cooldown: 3.190571 s
Cooldown: 2.917750 s
Cooldown: 3.583179 s
Cooldown: 2.809005 s
Cooldown: 3.077669 s
Cooldown: 2.943522 s
Cooldown: 2.723455 s
Cooldown: 3.398971 s
Cooldown: 3.036412 s
Cooldown: 2.908623 s
Cooldown: 3.045709 s
Cooldown: 3.292537 s
Cooldown: 2.715403 s
Cooldown: 3.206085 s
Cooldown: 3.147371 s
Cooldown: 3.175687 s
Cooldown: 3.475899 s
Cooldown: 3.205904 s
Cooldown: 3.186842 s
Cooldown: 3.380575 s
Cooldown: 3.437488 s
Cooldown: 3.604267 s
Cooldown: 3.195159 s
Cooldown: 3.372148 s
Cooldown: 3.174135 s
Cooldown: 2.984832 s
Cooldown: 2.688564 s
Cooldown: 2.893035 s
Cooldown: 3.131059 s
Cooldown: 2.830528 s
Cooldown: 3.420413 s
Cooldown: 2.943988 s
Cooldown: 2.706558 s
Cooldown: 2.884759 s
Cooldown: 2.901515 s
Cooldown: 3.009981 s
Cooldown: 3.247243 s
Cooldown: 2.976572 s
Cooldown: 2.683902 s
Cooldown: 3.281087 s
Cooldown: 3.117647 s
Cooldown: 2.862187 s
Cooldown: 3.532667 s
Cooldown: 3.112665 s
Cooldown: 2.984477 s
Cooldown: 2.659690 s
