--- COOLDOWN SIMULATION ANALYSIS ---
Generated at: 2025-10-10 18:20:11
Total Entries: 10000
Cooldown: 2.743870 s
Cooldown: 2.825615 s
Cooldown: 22.026683 s
Cooldown: 2.873303 s
Cooldown: 2.965367 s
Cooldown: 3.240430 s
Cooldown: 2.708274 s
Cooldown: 2.936916 s
Cooldown: 3.191060 s
Cooldown: 3.057002 s
Cooldown: 2.801966 s
Cooldown: 2.983636 s
Cooldown: 2.556383 s
Cooldown: 3.090561 s
Cooldown: 3.020596 s
Cooldown: 2.808304 s
Cooldown: 2.900929 s
Cooldown: 3.017388 s
Cooldown: 2.989524 s
Cooldown: 2.934769 s
Cooldown: 3.294875 s
Cooldown: 3.182762 s
Cooldown: 3.170658 s
Cooldown: 3.212045 s
Cooldown: 3.577754 s
Cooldown: 3.050412 s
Cooldown: 3.430433 s
Cooldown: 3.555211 s
Cooldown: 3.487964 s
Cooldown: 3.394919 s
Cooldown: 3.170919 s
Cooldown: 3.528906 s
Cooldown: 3.469261 s
Cooldown: 3.431128 s
Cooldown: 3.604155 s
Cooldown: 3.359222 s
Cooldown: 3.421103 s
Cooldown: 3.301400 s
Cooldown: 3.258818 s
Cooldown: 3.645452 s
Cooldown: 3.611428 s
Cooldown: 3.469933 s
Cooldown: 3.257214 s
Cooldown: 3.420781 s
Cooldown: 3.145960 s
Cooldown: 3.557180 s
Cooldown: 3.454165 s
Cooldown: 3.407800 s
Cooldown: 3.337906 s
Cooldown: 3.067543 s
Cooldown: 3.463369 s
Cooldown: 3.183261 s
Cooldown: 3.238475 s
Cooldown: 3.239017 s
Cooldown: 2.768139 s
Cooldown: 2.761525 s
Cooldown: 3.397589 s
Cooldown: 2.946623 s
Cooldown: 2.931780 s
Cooldown: 2.700902 s
Cooldown: 3.004909 s
Cooldown: 3.382342 s
Cooldown: 2.716700 s
Cooldown: 2.814446 s
Cooldown: 2.649207 s
Cooldown: 2.902266 s
Cooldown: 2.643096 s
Cooldown: 2.443742 s
Cooldown: 2.529778 s
Cooldown: 2.650795 s
Cooldown: 2.698767 s
Cooldown: 2.919511 s
Cooldown: 3.325330 s
Cooldown: 3.177869 s
Cooldown: 2.949217 s
Cooldown: 3.020580 s
Cooldown: 3.138428 s
Cooldown: 3.215699 s
Cooldown: 3.044464 s
Cooldown: 2.981835 s
Cooldown: 3.192625 s
Cooldown: 2.999890 s
Cooldown: 2.720791 s
Cooldown: 2.868209 s
Cooldown: 3.240307 s
Cooldown: 2.571846 s
Cooldown: 2.481497 s
Cooldown: 2.580167 s
Cooldown: 2.663110 s
Cooldown: 2.862458 s
Cooldown: 3.150318 s
Cooldown: 2.794325 s
Cooldown: 2.965986 s
Cooldown: 3.118761 s
Cooldown: 2.768319 s
Cooldown: 2.982745 s
Cooldown: 2.968458 s
Cooldown: 3.237123 s
Cooldown: 3.474889 s
Cooldown: 3.215361 s
Cooldown: 3.584992 s
Cooldown: 3.503870 s
Cooldown: 3.546835 s
Cooldown: 3.163351 s
Cooldown: 3.384382 s
Cooldown: 3.344275 s
Cooldown: 3.281800 s
Cooldown: 3.060117 s
Cooldown: 2.737881 s
Cooldown: 2.885368 s
Cooldown: 3.006689 s
Cooldown: 2.844994 s
Cooldown: 2.796330 s
Cooldown: 3.196377 s
Cooldown: 2.611762 s
Cooldown: 2.750708 s
Cooldown: 3.034515 s
Cooldown: 2.560844 s
Cooldown: 2.432282 s
Cooldown: 2.676838 s
Cooldown: 2.455735 s
Cooldown: 2.639469 s
Cooldown: 2.674576 s
Cooldown: 2.699487 s
Cooldown: 2.644735 s
Cooldown: 2.571149 s
Cooldown: 2.597662 s
Cooldown: 2.796643 s
Cooldown: 2.791730 s
Cooldown: 2.686021 s
Cooldown: 2.754707 s
Cooldown: 2.755877 s
Cooldown: 2.707734 s
Cooldown: 3.042807 s
Cooldown: 3.410472 s
Cooldown: 3.149801 s
Cooldown: 3.148528 s
Cooldown: 2.894047 s
Cooldown: 2.845296 s
Cooldown: 2.778032 s
Cooldown: 2.665849 s
Cooldown: 3.005928 s
Cooldown: 3.211710 s
Cooldown: 3.232724 s
Cooldown: 3.319546 s
Cooldown: 3.203303 s
Cooldown: 3.288147 s
Cooldown: 3.689301 s
Cooldown: 3.072767 s
Cooldown: 2.911570 s
Cooldown: 2.818260 s
Cooldown: 2.840332 s
Cooldown: 2.900993 s
Cooldown: 2.738490 s
Cooldown: 3.025362 s
Cooldown: 3.262669 s
Cooldown: 2.871748 s
Cooldown: 2.750983 s
Cooldown: 2.799301 s
Cooldown: 2.663089 s
Cooldown: 2.888801 s
Cooldown: 2.673116 s
Cooldown: 2.719470 s
Cooldown: 3.004907 s
Cooldown: 2.713666 s
Cooldown: 2.913440 s
Cooldown: 3.001885 s
Cooldown: 2.738232 s
Cooldown: 2.865964 s
Cooldown: 2.717491 s
Cooldown: 2.986932 s
Cooldown: 2.592464 s
Cooldown: 3.283962 s
Cooldown: 2.958341 s
Cooldown: 2.797803 s
Cooldown: 3.061732 s
Cooldown: 3.305813 s
Cooldown: 3.109984 s
Cooldown: 3.933892 s
Cooldown: 3.489528 s
Cooldown: 3.519695 s
Cooldown: 3.253621 s
Cooldown: 3.141928 s
Cooldown: 3.498614 s
Cooldown: 3.279160 s
Cooldown: 3.704145 s
Cooldown: 3.819552 s
Cooldown: 3.728878 s
Cooldown: 3.866367 s
Cooldown: 3.481533 s
Cooldown: 3.874580 s
Cooldown: 3.707367 s
Cooldown: 3.171462 s
Cooldown: 3.246639 s
Cooldown: 3.245894 s
Cooldown: 3.254846 s
Cooldown: 3.240893 s
Cooldown: 3.655610 s
Cooldown: 3.509645 s
Cooldown: 3.598261 s
Cooldown: 3.217628 s
Cooldown: 3.379474 s
Cooldown: 3.333681 s
Cooldown: 3.143219 s
Cooldown: 3.271270 s
Cooldown: 3.631022 s
Cooldown: 3.201229 s
Cooldown: 3.069407 s
Cooldown: 3.391457 s
Cooldown: 3.330239 s
Cooldown: 3.322594 s
Cooldown: 3.070868 s
Cooldown: 3.384540 s
Cooldown: 3.423236 s
Cooldown: 3.140593 s
Cooldown: 2.798498 s
Cooldown: 3.297922 s
Cooldown: 3.114869 s
Cooldown: 3.251628 s
Cooldown: 3.597031 s
Cooldown: 3.360332 s
Cooldown: 2.657232 s
Cooldown: 2.794090 s
Cooldown: 3.193235 s
Cooldown: 2.710547 s
Cooldown: 2.786951 s
Cooldown: 3.261424 s
Cooldown: 2.730820 s
Cooldown: 2.945448 s
Cooldown: 3.044011 s
Cooldown: 2.983035 s
Cooldown: 3.307527 s
Cooldown: 2.966566 s
Cooldown: 2.968091 s
Cooldown: 2.768349 s
Cooldown: 3.052740 s
Cooldown: 3.026126 s
Cooldown: 2.958327 s
Cooldown: 2.825464 s
Cooldown: 3.397322 s
Cooldown: 3.295347 s
Cooldown: 2.980420 s
Cooldown: 2.925742 s
Cooldown: 2.514761 s
Cooldown: 2.944477 s
Cooldown: 3.031814 s
Cooldown: 2.920873 s
Cooldown: 2.899560 s
Cooldown: 2.984426 s
Cooldown: 3.041881 s
Cooldown: 3.546136 s
Cooldown: 2.926415 s
Cooldown: 3.597999 s
Cooldown: 3.185622 s
Cooldown: 3.392629 s
Cooldown: 3.606473 s
Cooldown: 3.306544 s
Cooldown: 3.389278 s
Cooldown: 2.800121 s
Cooldown: 2.931260 s
Cooldown: 3.330815 s
Cooldown: 3.046941 s
Cooldown: 3.040643 s
Cooldown: 3.591573 s
Cooldown: 3.193984 s
Cooldown: 3.525489 s
Cooldown: 3.481431 s
Cooldown: 4.077652 s
Cooldown: 3.570421 s
Cooldown: 3.172291 s
Cooldown: 3.051586 s
Cooldown: 3.072694 s
Cooldown: 2.820131 s
Cooldown: 3.208525 s
Cooldown: 2.732568 s
Cooldown: 2.791219 s
Cooldown: 2.877278 s
Cooldown: 2.889773 s
Cooldown: 2.954126 s
Cooldown: 2.804240 s
Cooldown: 2.914614 s
Cooldown: 3.062567 s
Cooldown: 3.029204 s
Cooldown: 3.098031 s
Cooldown: 2.521325 s
Cooldown: 3.178335 s
Cooldown: 2.660585 s
Cooldown: 3.018395 s
Cooldown: 3.158477 s
Cooldown: 3.155147 s
Cooldown: 3.099799 s
Cooldown: 3.238759 s
Cooldown: 3.478999 s
Cooldown: 2.926762 s
Cooldown: 3.147142 s
Cooldown: 3.100420 s
Cooldown: 3.262446 s
Cooldown: 3.146859 s
Cooldown: 3.501974 s
Cooldown: 2.765915 s
Cooldown: 2.853558 s
Cooldown: 2.631041 s
Cooldown: 2.970794 s
Cooldown: 2.750299 s
Cooldown: 2.499650 s
Cooldown: 2.572798 s
Cooldown: 2.439434 s
Cooldown: 2.432976 s
Cooldown: 2.531861 s
Cooldown: 2.575971 s
Cooldown: 2.611670 s
Cooldown: 2.821914 s
Cooldown: 2.681186 s
Cooldown: 2.471000 s
Cooldown: 2.740130 s
Cooldown: 2.476909 s
Cooldown: 2.668619 s
Cooldown: 2.773029 s
Cooldown: 2.896628 s
Cooldown: 2.754904 s
Cooldown: 2.521331 s
Cooldown: 2.567233 s
Cooldown: 2.928758 s
Cooldown: 2.488658 s
Cooldown: 2.525953 s
Cooldown: 2.620073 s
Cooldown: 2.440228 s
Cooldown: 2.736495 s
Cooldown: 2.787497 s
Cooldown: 2.424009 s
Cooldown: 2.647455 s
Cooldown: 2.520537 s
Cooldown: 2.958545 s
Cooldown: 2.546733 s
Cooldown: 2.777730 s
Cooldown: 2.702632 s
Cooldown: 2.887548 s
Cooldown: 2.773125 s
Cooldown: 2.615866 s
Cooldown: 2.791735 s
Cooldown: 3.624102 s
Cooldown: 3.178976 s
Cooldown: 2.749423 s
Cooldown: 2.748870 s
Cooldown: 3.309275 s
Cooldown: 2.987287 s
Cooldown: 2.899551 s
Cooldown: 2.906978 s
Cooldown: 3.008199 s
Cooldown: 3.237250 s
Cooldown: 3.946182 s
Cooldown: 2.907237 s
Cooldown: 3.030967 s
Cooldown: 3.032902 s
Cooldown: 3.065626 s
Cooldown: 3.526819 s
Cooldown: 3.362221 s
Cooldown: 2.972461 s
Cooldown: 3.182645 s
Cooldown: 3.498080 s
Cooldown: 2.743333 s
Cooldown: 3.327772 s
Cooldown: 3.167751 s
Cooldown: 3.086054 s
Cooldown: 3.242575 s
Cooldown: 3.261753 s
Cooldown: 3.275299 s
Cooldown: 3.350197 s
Cooldown: 3.380686 s
Cooldown: 3.225534 s
Cooldown: 3.429744 s
Cooldown: 3.146676 s
Cooldown: 3.086417 s
Cooldown: 3.051391 s
Cooldown: 3.093182 s
Cooldown: 2.917921 s
Cooldown: 3.128624 s
Cooldown: 2.988165 s
Cooldown: 3.244069 s
Cooldown: 2.806455 s
Cooldown: 3.413271 s
Cooldown: 2.597493 s
Cooldown: 2.568733 s
Cooldown: 3.421514 s
Cooldown: 3.123310 s
Cooldown: 3.280741 s
Cooldown: 3.058960 s
Cooldown: 3.040303 s
Cooldown: 3.369656 s
Cooldown: 3.115123 s
Cooldown: 3.228800 s
Cooldown: 3.130796 s
Cooldown: 3.420924 s
Cooldown: 3.153505 s
Cooldown: 2.859565 s
Cooldown: 2.928607 s
Cooldown: 3.130415 s
Cooldown: 3.155124 s
Cooldown: 2.871458 s
Cooldown: 3.062621 s
Cooldown: 2.916203 s
Cooldown: 2.968889 s
Cooldown: 3.366670 s
Cooldown: 3.078309 s
Cooldown: 2.955022 s
Cooldown: 3.514341 s
Cooldown: 3.076789 s
Cooldown: 3.138387 s
Cooldown: 3.241613 s
Cooldown: 3.345444 s
Cooldown: 2.969799 s
Cooldown: 3.343979 s
Cooldown: 2.948193 s
Cooldown: 3.225675 s
Cooldown: 2.747641 s
Cooldown: 3.249025 s
Cooldown: 3.160011 s
Cooldown: 2.869305 s
Cooldown: 2.940751 s
Cooldown: 3.458307 s
Cooldown: 3.104143 s
Cooldown: 3.382994 s
Cooldown: 3.322884 s
Cooldown: 3.065383 s
Cooldown: 2.841189 s
Cooldown: 2.902890 s
Cooldown: 3.113733 s
Cooldown: 3.224146 s
Cooldown: 2.704910 s
Cooldown: 3.404411 s
Cooldown: 2.869723 s
Cooldown: 2.562620 s
Cooldown: 3.305493 s
Cooldown: 3.095154 s
Cooldown: 3.380924 s
Cooldown: 3.154141 s
Cooldown: 2.946266 s
Cooldown: 3.196509 s
Cooldown: 3.416091 s
Cooldown: 2.891598 s
Cooldown: 3.030842 s
Cooldown: 3.167854 s
Cooldown: 2.860389 s
Cooldown: 2.817346 s
Cooldown: 3.136588 s
Cooldown: 2.810964 s
Cooldown: 2.944284 s
Cooldown: 2.826546 s
Cooldown: 3.277690 s
Cooldown: 3.003042 s
Cooldown: 3.048297 s
Cooldown: 2.665558 s
Cooldown: 3.157512 s
Cooldown: 2.889054 s
Cooldown: 2.892453 s
Cooldown: 3.112302 s
Cooldown: 3.259842 s
Cooldown: 3.044541 s
Cooldown: 2.945732 s
Cooldown: 2.867784 s
Cooldown: 3.065406 s
Cooldown: 3.037155 s
Cooldown: 3.061946 s
Cooldown: 2.922109 s
Cooldown: 3.413561 s
Cooldown: 2.900912 s
Cooldown: 3.396725 s
Cooldown: 3.657851 s
Cooldown: 3.303299 s
Cooldown: 3.110299 s
Cooldown: 3.049612 s
Cooldown: 3.578074 s
Cooldown: 3.710542 s
Cooldown: 3.466048 s
Cooldown: 3.147374 s
Cooldown: 3.319261 s
Cooldown: 3.287168 s
Cooldown: 3.092740 s
Cooldown: 4.114199 s
Cooldown: 3.551179 s
Cooldown: 2.893482 s
Cooldown: 3.350124 s
Cooldown: 3.341875 s
Cooldown: 3.445370 s
Cooldown: 3.617660 s
Cooldown: 3.272789 s
Cooldown: 2.992561 s
Cooldown: 3.256973 s
Cooldown: 2.997635 s
Cooldown: 3.144365 s
Cooldown: 3.051741 s
Cooldown: 3.386750 s
Cooldown: 3.411510 s
Cooldown: 3.407738 s
Cooldown: 2.992073 s
Cooldown: 3.408165 s
Cooldown: 3.143197 s
Cooldown: 3.170071 s
Cooldown: 3.242761 s
Cooldown: 3.302597 s
Cooldown: 2.999712 s
Cooldown: 2.984042 s
Cooldown: 3.068211 s
Cooldown: 3.036059 s
Cooldown: 2.892097 s
Cooldown: 2.663889 s
Cooldown: 3.099563 s
Cooldown: 3.023817 s
Cooldown: 2.981946 s
Cooldown: 3.322597 s
Cooldown: 3.011026 s
Cooldown: 2.708342 s
Cooldown: 2.982987 s
Cooldown: 2.820448 s
Cooldown: 2.902519 s
Cooldown: 3.089669 s
Cooldown: 2.624317 s
Cooldown: 2.448437 s
Cooldown: 3.210302 s
Cooldown: 2.847095 s
Cooldown: 2.937571 s
Cooldown: 3.049900 s
Cooldown: 3.130114 s
Cooldown: 2.939796 s
Cooldown: 2.829403 s
Cooldown: 3.079521 s
Cooldown: 3.284087 s
Cooldown: 2.956650 s
Cooldown: 2.975990 s
Cooldown: 3.078077 s
Cooldown: 2.888193 s
Cooldown: 2.742055 s
Cooldown: 2.568918 s
Cooldown: 2.958786 s
Cooldown: 2.682682 s
Cooldown: 2.982916 s
Cooldown: 3.042563 s
Cooldown: 3.497847 s
Cooldown: 2.818462 s
Cooldown: 2.771920 s
Cooldown: 2.894606 s
Cooldown: 2.501792 s
Cooldown: 2.602449 s
Cooldown: 2.805148 s
Cooldown: 3.195585 s
Cooldown: 2.957383 s
Cooldown: 3.162095 s
Cooldown: 3.314462 s
Cooldown: 2.458731 s
Cooldown: 3.119736 s
Cooldown: 2.541589 s
Cooldown: 3.170330 s
Cooldown: 3.119512 s
Cooldown: 2.970539 s
Cooldown: 2.769987 s
Cooldown: 2.650557 s
Cooldown: 2.833556 s
Cooldown: 3.166655 s
Cooldown: 2.937024 s
Cooldown: 2.519934 s
Cooldown: 2.623946 s
Cooldown: 2.751040 s
Cooldown: 2.616532 s
Cooldown: 2.802279 s
Cooldown: 2.531185 s
Cooldown: 2.621656 s
Cooldown: 2.558252 s
Cooldown: 2.572852 s
Cooldown: 2.572565 s
Cooldown: 2.542071 s
Cooldown: 2.538094 s
Cooldown: 3.077015 s
Cooldown: 2.411982 s
Cooldown: 2.648674 s
Cooldown: 3.177609 s
Cooldown: 2.728745 s
Cooldown: 3.231575 s
Cooldown: 2.670562 s
Cooldown: 2.817942 s
Cooldown: 2.879843 s
Cooldown: 2.859390 s
Cooldown: 2.723659 s
Cooldown: 3.016779 s
Cooldown: 3.124944 s
Cooldown: 2.816522 s
Cooldown: 2.793525 s
Cooldown: 2.642015 s
Cooldown: 2.829641 s
Cooldown: 2.951087 s
Cooldown: 3.167959 s
Cooldown: 2.839047 s
Cooldown: 3.281859 s
Cooldown: 2.870834 s
Cooldown: 2.586912 s
Cooldown: 2.728815 s
Cooldown: 2.800040 s
Cooldown: 2.969787 s
Cooldown: 2.668401 s
Cooldown: 2.933654 s
Cooldown: 3.283250 s
Cooldown: 2.771865 s
Cooldown: 2.685079 s
Cooldown: 2.743610 s
Cooldown: 2.996092 s
Cooldown: 2.713633 s
Cooldown: 2.884109 s
Cooldown: 2.781891 s
Cooldown: 2.895069 s
Cooldown: 2.666251 s
Cooldown: 2.951550 s
Cooldown: 2.704363 s
Cooldown: 14.575616 s
Cooldown: 2.695693 s
Cooldown: 3.232695 s
Cooldown: 3.227528 s
Cooldown: 3.702777 s
Cooldown: 3.464340 s
Cooldown: 2.884760 s
Cooldown: 2.680043 s
Cooldown: 3.258373 s
Cooldown: 3.712241 s
Cooldown: 3.202756 s
Cooldown: 2.996145 s
Cooldown: 3.064913 s
Cooldown: 3.425509 s
Cooldown: 3.367220 s
Cooldown: 3.486318 s
Cooldown: 3.518626 s
Cooldown: 3.148078 s
Cooldown: 3.153429 s
Cooldown: 3.440530 s
Cooldown: 3.032306 s
Cooldown: 3.192902 s
Cooldown: 3.099228 s
Cooldown: 3.502016 s
Cooldown: 3.266606 s
Cooldown: 3.046887 s
Cooldown: 3.214307 s
Cooldown: 3.236980 s
Cooldown: 2.940180 s
Cooldown: 3.403603 s
Cooldown: 2.867776 s
Cooldown: 2.920017 s
Cooldown: 3.088688 s
Cooldown: 3.225278 s
Cooldown: 2.928470 s
Cooldown: 3.312460 s
Cooldown: 3.343007 s
Cooldown: 3.448395 s
Cooldown: 3.019293 s
Cooldown: 3.371583 s
Cooldown: 3.426576 s
Cooldown: 3.209012 s
Cooldown: 3.417272 s
Cooldown: 3.335459 s
Cooldown: 3.043477 s
Cooldown: 2.940643 s
Cooldown: 3.170642 s
Cooldown: 3.094802 s
Cooldown: 3.204704 s
Cooldown: 3.174065 s
Cooldown: 3.314085 s
Cooldown: 3.469028 s
Cooldown: 3.217521 s
Cooldown: 3.527674 s
Cooldown: 3.341777 s
Cooldown: 3.324460 s
Cooldown: 3.481918 s
Cooldown: 3.221780 s
Cooldown: 3.069721 s
Cooldown: 3.540549 s
Cooldown: 3.068311 s
Cooldown: 3.080870 s
Cooldown: 2.991030 s
Cooldown: 2.793763 s
Cooldown: 3.263114 s
Cooldown: 3.282244 s
Cooldown: 3.425455 s
Cooldown: 4.173640 s
Cooldown: 3.081690 s
Cooldown: 3.286832 s
Cooldown: 3.308360 s
Cooldown: 3.242519 s
Cooldown: 3.032354 s
Cooldown: 2.941742 s
Cooldown: 2.994735 s
Cooldown: 2.940098 s
Cooldown: 3.045805 s
Cooldown: 2.714732 s
Cooldown: 2.912311 s
Cooldown: 2.952709 s
Cooldown: 2.685542 s
Cooldown: 2.586823 s
Cooldown: 2.579955 s
Cooldown: 2.736018 s
Cooldown: 2.691205 s
Cooldown: 2.490162 s
Cooldown: 2.731719 s
Cooldown: 2.509760 s
Cooldown: 2.826262 s
Cooldown: 2.794463 s
Cooldown: 2.720733 s
Cooldown: 2.872200 s
Cooldown: 2.633012 s
Cooldown: 2.827725 s
Cooldown: 3.126968 s
Cooldown: 3.256003 s
Cooldown: 2.728389 s
Cooldown: 2.921206 s
Cooldown: 2.877064 s
Cooldown: 3.321263 s
Cooldown: 2.887289 s
Cooldown: 3.261766 s
Cooldown: 2.969361 s
Cooldown: 3.139760 s
Cooldown: 3.182408 s
Cooldown: 3.347062 s
Cooldown: 2.985223 s
Cooldown: 3.217963 s
Cooldown: 3.350524 s
Cooldown: 2.790560 s
Cooldown: 3.091398 s
Cooldown: 3.213423 s
Cooldown: 2.979795 s
Cooldown: 2.987705 s
Cooldown: 3.119786 s
Cooldown: 3.236067 s
Cooldown: 3.324781 s
Cooldown: 3.111827 s
Cooldown: 2.739388 s
Cooldown: 3.025229 s
Cooldown: 3.017786 s
Cooldown: 2.811631 s
Cooldown: 3.074318 s
Cooldown: 3.365160 s
Cooldown: 3.238220 s
Cooldown: 2.877018 s
Cooldown: 2.453384 s
Cooldown: 2.530066 s
Cooldown: 2.764489 s
Cooldown: 3.033675 s
Cooldown: 2.530700 s
Cooldown: 2.797317 s
Cooldown: 3.039368 s
Cooldown: 3.243749 s
Cooldown: 3.281356 s
Cooldown: 3.009951 s
Cooldown: 2.697969 s
Cooldown: 2.816913 s
Cooldown: 3.103338 s
Cooldown: 2.754985 s
