--- COOLDOWN SIMULATION ANALYSIS ---
Generated at: 2025-10-10 18:16:37
Total Entries: 10000
Cooldown: 2.950379 s
Cooldown: 3.101236 s
Cooldown: 3.033542 s
Cooldown: 2.920565 s
Cooldown: 3.363491 s
Cooldown: 2.973719 s
Cooldown: 2.937593 s
Cooldown: 2.878198 s
Cooldown: 3.395304 s
Cooldown: 2.980239 s
Cooldown: 2.808713 s
Cooldown: 3.221591 s
Cooldown: 2.978558 s
Cooldown: 3.013954 s
Cooldown: 3.040625 s
Cooldown: 3.010173 s
Cooldown: 2.946818 s
Cooldown: 3.189370 s
Cooldown: 2.690256 s
Cooldown: 3.264462 s
Cooldown: 2.842933 s
Cooldown: 3.065965 s
Cooldown: 2.768261 s
Cooldown: 2.889930 s
Cooldown: 3.802692 s
Cooldown: 3.310539 s
Cooldown: 3.064388 s
Cooldown: 2.922830 s
Cooldown: 3.083550 s
Cooldown: 2.850071 s
Cooldown: 2.996868 s
Cooldown: 3.127379 s
Cooldown: 3.099629 s
Cooldown: 2.870997 s
Cooldown: 2.956340 s
Cooldown: 2.483672 s
Cooldown: 2.734833 s
Cooldown: 2.657898 s
Cooldown: 2.929508 s
Cooldown: 2.789809 s
Cooldown: 2.813838 s
Cooldown: 2.544463 s
Cooldown: 2.476497 s
Cooldown: 2.825705 s
Cooldown: 2.479719 s
Cooldown: 2.528809 s
Cooldown: 2.495373 s
Cooldown: 2.492810 s
Cooldown: 2.864545 s
Cooldown: 2.600330 s
Cooldown: 2.840417 s
Cooldown: 3.077347 s
Cooldown: 3.015729 s
Cooldown: 3.081460 s
Cooldown: 3.089770 s
Cooldown: 3.340756 s
Cooldown: 3.100479 s
Cooldown: 3.220404 s
Cooldown: 3.148972 s
Cooldown: 3.281056 s
Cooldown: 2.843970 s
Cooldown: 2.970063 s
Cooldown: 3.039238 s
Cooldown: 3.286655 s
Cooldown: 3.043301 s
Cooldown: 3.090079 s
Cooldown: 2.879527 s
Cooldown: 3.122615 s
Cooldown: 3.256563 s
Cooldown: 2.793869 s
Cooldown: 2.898721 s
Cooldown: 2.871205 s
Cooldown: 3.437668 s
Cooldown: 3.341230 s
Cooldown: 3.934912 s
Cooldown: 3.423132 s
Cooldown: 3.357242 s
Cooldown: 3.072090 s
Cooldown: 3.250272 s
Cooldown: 3.084156 s
Cooldown: 2.555681 s
Cooldown: 2.860722 s
Cooldown: 2.898384 s
Cooldown: 2.629312 s
Cooldown: 2.954296 s
Cooldown: 2.828913 s
Cooldown: 2.896951 s
Cooldown: 2.657775 s
Cooldown: 3.157063 s
Cooldown: 3.172596 s
Cooldown: 3.098132 s
Cooldown: 3.176572 s
Cooldown: 3.228545 s
Cooldown: 3.231699 s
Cooldown: 3.364207 s
Cooldown: 3.329767 s
Cooldown: 3.354762 s
Cooldown: 3.154547 s
Cooldown: 3.329334 s
Cooldown: 3.258166 s
Cooldown: 3.251384 s
Cooldown: 3.283678 s
Cooldown: 3.156574 s
Cooldown: 3.164842 s
Cooldown: 3.208935 s
Cooldown: 3.216769 s
Cooldown: 3.399942 s
Cooldown: 3.290715 s
Cooldown: 3.048165 s
Cooldown: 3.282784 s
Cooldown: 3.117015 s
Cooldown: 3.710420 s
Cooldown: 3.453156 s
Cooldown: 3.250633 s
Cooldown: 2.997668 s
Cooldown: 3.338446 s
Cooldown: 3.248641 s
Cooldown: 3.186456 s
Cooldown: 3.050144 s
Cooldown: 3.303288 s
Cooldown: 3.916845 s
Cooldown: 3.196898 s
Cooldown: 3.251695 s
Cooldown: 3.578063 s
Cooldown: 3.110237 s
Cooldown: 3.022321 s
Cooldown: 2.765228 s
Cooldown: 3.030179 s
Cooldown: 3.201022 s
Cooldown: 2.924584 s
Cooldown: 2.845603 s
Cooldown: 3.415475 s
Cooldown: 2.759493 s
Cooldown: 3.241109 s
Cooldown: 3.207771 s
Cooldown: 3.070124 s
Cooldown: 3.230228 s
Cooldown: 2.787623 s
Cooldown: 2.844279 s
Cooldown: 2.575138 s
Cooldown: 2.939346 s
Cooldown: 2.683391 s
Cooldown: 2.959333 s
Cooldown: 3.035066 s
Cooldown: 2.991886 s
Cooldown: 2.992960 s
Cooldown: 2.658404 s
Cooldown: 2.828589 s
Cooldown: 3.154285 s
Cooldown: 3.002910 s
Cooldown: 2.674525 s
Cooldown: 2.615182 s
Cooldown: 3.097862 s
Cooldown: 3.025297 s
Cooldown: 3.218028 s
Cooldown: 2.759666 s
Cooldown: 3.114528 s
Cooldown: 2.889886 s
Cooldown: 3.032501 s
Cooldown: 2.911439 s
Cooldown: 2.928141 s
Cooldown: 3.380402 s
Cooldown: 3.166132 s
Cooldown: 3.215160 s
Cooldown: 2.739451 s
Cooldown: 2.790786 s
Cooldown: 3.131910 s
Cooldown: 3.118805 s
Cooldown: 3.458287 s
Cooldown: 3.181156 s
Cooldown: 3.258373 s
Cooldown: 3.280524 s
Cooldown: 2.689582 s
Cooldown: 3.082922 s
Cooldown: 3.109968 s
Cooldown: 2.952906 s
Cooldown: 3.193024 s
Cooldown: 3.072000 s
Cooldown: 2.930573 s
Cooldown: 3.202930 s
Cooldown: 3.486973 s
Cooldown: 2.803795 s
Cooldown: 3.004510 s
Cooldown: 2.680522 s
Cooldown: 3.193636 s
Cooldown: 2.646646 s
Cooldown: 2.481796 s
Cooldown: 2.926269 s
Cooldown: 2.853291 s
Cooldown: 3.063146 s
Cooldown: 2.598220 s
Cooldown: 2.893496 s
Cooldown: 2.864614 s
Cooldown: 2.951375 s
Cooldown: 2.958815 s
Cooldown: 2.840000 s
Cooldown: 2.750087 s
Cooldown: 2.844660 s
Cooldown: 3.055908 s
Cooldown: 2.814851 s
Cooldown: 2.961740 s
Cooldown: 2.841699 s
Cooldown: 2.738404 s
Cooldown: 2.796582 s
Cooldown: 2.714828 s
Cooldown: 2.840570 s
Cooldown: 2.811675 s
Cooldown: 2.686450 s
Cooldown: 3.111238 s
Cooldown: 3.177996 s
Cooldown: 2.955591 s
Cooldown: 3.191371 s
Cooldown: 3.103985 s
Cooldown: 2.855343 s
Cooldown: 2.838773 s
Cooldown: 2.802677 s
Cooldown: 3.300369 s
Cooldown: 3.123284 s
Cooldown: 2.923916 s
Cooldown: 2.910970 s
Cooldown: 2.563193 s
Cooldown: 2.801664 s
Cooldown: 2.667353 s
Cooldown: 2.806527 s
Cooldown: 2.658368 s
Cooldown: 2.620330 s
Cooldown: 3.150122 s
Cooldown: 2.598018 s
Cooldown: 2.828429 s
Cooldown: 3.217566 s
Cooldown: 3.384291 s
Cooldown: 3.038491 s
Cooldown: 3.061791 s
Cooldown: 3.045019 s
Cooldown: 2.898976 s
Cooldown: 2.882784 s
Cooldown: 2.914808 s
Cooldown: 2.906066 s
Cooldown: 2.724725 s
Cooldown: 2.597004 s
Cooldown: 2.454230 s
Cooldown: 3.071737 s
Cooldown: 2.494793 s
Cooldown: 2.485371 s
Cooldown: 2.813926 s
Cooldown: 2.551347 s
Cooldown: 2.587483 s
Cooldown: 2.774990 s
Cooldown: 2.848567 s
Cooldown: 2.746213 s
Cooldown: 3.008800 s
Cooldown: 2.917555 s
Cooldown: 2.879691 s
Cooldown: 3.113476 s
Cooldown: 3.108586 s
Cooldown: 2.646174 s
Cooldown: 2.805995 s
Cooldown: 3.314332 s
Cooldown: 3.174038 s
Cooldown: 2.777045 s
Cooldown: 2.833755 s
Cooldown: 2.817276 s
Cooldown: 2.715032 s
Cooldown: 2.672419 s
Cooldown: 2.901276 s
Cooldown: 2.495278 s
Cooldown: 2.957750 s
Cooldown: 2.856352 s
Cooldown: 2.496690 s
Cooldown: 3.022255 s
Cooldown: 2.874160 s
Cooldown: 2.777577 s
Cooldown: 2.682414 s
Cooldown: 2.641538 s
Cooldown: 2.934515 s
Cooldown: 3.062664 s
Cooldown: 2.814139 s
Cooldown: 2.710903 s
Cooldown: 3.041940 s
Cooldown: 2.884096 s
Cooldown: 2.602575 s
Cooldown: 2.501292 s
Cooldown: 2.472666 s
Cooldown: 2.854501 s
Cooldown: 2.861026 s
Cooldown: 2.640332 s
Cooldown: 2.581118 s
Cooldown: 2.644555 s
Cooldown: 3.233395 s
Cooldown: 3.033451 s
Cooldown: 2.638575 s
Cooldown: 2.828030 s
Cooldown: 3.256619 s
Cooldown: 3.354805 s
Cooldown: 2.805010 s
Cooldown: 3.375830 s
Cooldown: 3.258464 s
Cooldown: 3.355139 s
Cooldown: 3.143560 s
Cooldown: 3.641711 s
Cooldown: 3.295290 s
Cooldown: 3.422643 s
Cooldown: 3.368543 s
Cooldown: 2.968657 s
Cooldown: 3.383558 s
Cooldown: 3.236714 s
Cooldown: 3.475920 s
Cooldown: 3.238991 s
Cooldown: 3.467654 s
Cooldown: 3.183229 s
Cooldown: 3.402827 s
Cooldown: 3.328005 s
Cooldown: 3.277992 s
Cooldown: 3.259808 s
Cooldown: 3.614416 s
Cooldown: 4.100857 s
Cooldown: 3.309463 s
Cooldown: 3.353660 s
Cooldown: 3.513880 s
Cooldown: 3.384059 s
Cooldown: 3.350935 s
Cooldown: 3.405235 s
Cooldown: 3.217752 s
Cooldown: 3.110781 s
Cooldown: 3.155758 s
Cooldown: 3.147408 s
Cooldown: 3.263721 s
Cooldown: 3.393933 s
Cooldown: 3.353176 s
Cooldown: 3.538020 s
Cooldown: 2.811433 s
Cooldown: 3.837546 s
Cooldown: 3.476227 s
Cooldown: 3.222892 s
Cooldown: 3.473068 s
Cooldown: 3.061905 s
Cooldown: 3.066843 s
Cooldown: 3.084256 s
Cooldown: 3.091500 s
Cooldown: 3.234182 s
Cooldown: 2.781201 s
Cooldown: 2.966795 s
Cooldown: 3.301852 s
Cooldown: 2.911436 s
Cooldown: 2.943336 s
Cooldown: 2.720153 s
Cooldown: 3.226802 s
Cooldown: 3.132876 s
Cooldown: 3.046805 s
Cooldown: 2.974724 s
Cooldown: 3.138748 s
Cooldown: 3.461360 s
Cooldown: 2.560923 s
Cooldown: 3.243475 s
Cooldown: 3.227965 s
Cooldown: 3.073508 s
Cooldown: 3.020371 s
Cooldown: 3.071500 s
Cooldown: 3.012884 s
Cooldown: 2.880318 s
Cooldown: 3.072641 s
Cooldown: 2.894947 s
Cooldown: 2.678127 s
Cooldown: 2.914955 s
Cooldown: 3.200277 s
Cooldown: 2.761686 s
Cooldown: 2.636713 s
Cooldown: 2.439183 s
Cooldown: 2.708511 s
Cooldown: 3.073383 s
Cooldown: 2.663159 s
Cooldown: 2.702029 s
Cooldown: 2.886980 s
Cooldown: 2.720568 s
Cooldown: 2.854431 s
Cooldown: 2.907677 s
Cooldown: 2.545670 s
Cooldown: 2.929452 s
Cooldown: 2.638865 s
Cooldown: 2.974729 s
Cooldown: 2.677671 s
Cooldown: 2.884930 s
Cooldown: 3.052263 s
Cooldown: 3.139449 s
Cooldown: 3.168132 s
Cooldown: 3.284687 s
Cooldown: 2.832895 s
Cooldown: 2.898845 s
Cooldown: 2.544557 s
Cooldown: 3.129949 s
Cooldown: 3.049740 s
Cooldown: 3.180528 s
Cooldown: 3.196938 s
Cooldown: 2.845790 s
Cooldown: 3.219878 s
Cooldown: 2.876813 s
Cooldown: 3.006279 s
Cooldown: 3.338522 s
Cooldown: 3.026088 s
Cooldown: 3.223611 s
Cooldown: 3.222078 s
Cooldown: 3.263719 s
Cooldown: 3.125603 s
Cooldown: 3.011640 s
Cooldown: 3.466631 s
Cooldown: 3.156861 s
Cooldown: 3.239925 s
Cooldown: 3.778856 s
Cooldown: 3.314258 s
Cooldown: 3.372562 s
Cooldown: 3.343823 s
Cooldown: 2.944954 s
Cooldown: 3.013848 s
Cooldown: 3.583883 s
Cooldown: 3.233198 s
Cooldown: 3.208397 s
Cooldown: 3.584230 s
Cooldown: 2.969946 s
Cooldown: 3.606052 s
Cooldown: 3.628065 s
Cooldown: 3.788510 s
Cooldown: 3.679128 s
Cooldown: 11.389433 s
Cooldown: 3.447039 s
Cooldown: 3.438596 s
Cooldown: 3.544498 s
Cooldown: 4.172889 s
Cooldown: 3.450888 s
Cooldown: 3.393246 s
Cooldown: 3.041779 s
Cooldown: 2.942060 s
Cooldown: 3.361384 s
Cooldown: 3.066870 s
Cooldown: 2.788689 s
Cooldown: 3.050159 s
Cooldown: 3.142498 s
Cooldown: 3.197711 s
Cooldown: 3.018046 s
Cooldown: 3.645629 s
Cooldown: 3.305732 s
Cooldown: 2.984000 s
Cooldown: 3.288145 s
Cooldown: 3.167871 s
Cooldown: 2.944725 s
Cooldown: 2.877808 s
Cooldown: 2.838422 s
Cooldown: 3.042995 s
Cooldown: 2.870822 s
Cooldown: 2.626125 s
Cooldown: 2.916652 s
Cooldown: 2.935836 s
Cooldown: 2.954136 s
Cooldown: 2.586377 s
Cooldown: 2.969255 s
Cooldown: 2.724347 s
Cooldown: 2.819635 s
Cooldown: 2.652720 s
Cooldown: 2.501135 s
Cooldown: 2.688958 s
Cooldown: 2.712519 s
Cooldown: 2.869410 s
Cooldown: 2.908365 s
Cooldown: 3.163043 s
Cooldown: 2.925173 s
Cooldown: 2.789655 s
Cooldown: 3.043555 s
Cooldown: 3.013050 s
Cooldown: 3.002234 s
Cooldown: 2.892275 s
Cooldown: 2.636784 s
Cooldown: 2.728541 s
Cooldown: 2.789841 s
Cooldown: 2.797003 s
Cooldown: 2.644959 s
Cooldown: 2.492477 s
Cooldown: 2.910576 s
Cooldown: 3.309293 s
Cooldown: 2.577050 s
Cooldown: 2.834860 s
Cooldown: 2.653096 s
Cooldown: 2.667475 s
Cooldown: 3.335629 s
Cooldown: 2.626842 s
Cooldown: 2.935684 s
Cooldown: 2.959371 s
Cooldown: 2.807324 s
Cooldown: 3.139210 s
Cooldown: 2.825517 s
Cooldown: 2.852510 s
Cooldown: 3.038669 s
Cooldown: 2.502891 s
Cooldown: 2.980392 s
Cooldown: 2.914809 s
Cooldown: 3.123024 s
Cooldown: 3.161932 s
Cooldown: 3.309797 s
Cooldown: 3.005018 s
Cooldown: 2.687109 s
Cooldown: 2.564626 s
Cooldown: 2.574570 s
Cooldown: 2.688061 s
Cooldown: 2.688063 s
Cooldown: 2.929205 s
Cooldown: 2.959733 s
Cooldown: 2.766696 s
Cooldown: 2.691412 s
Cooldown: 2.780518 s
Cooldown: 2.934642 s
Cooldown: 2.914230 s
Cooldown: 2.871354 s
Cooldown: 2.703386 s
Cooldown: 2.651405 s
Cooldown: 2.758518 s
Cooldown: 2.552479 s
Cooldown: 2.510150 s
Cooldown: 2.947231 s
Cooldown: 2.871155 s
Cooldown: 2.739632 s
Cooldown: 2.866929 s
Cooldown: 2.714935 s
Cooldown: 2.490717 s
Cooldown: 2.662386 s
Cooldown: 2.757292 s
Cooldown: 2.651027 s
Cooldown: 3.347243 s
Cooldown: 2.779391 s
Cooldown: 2.680048 s
Cooldown: 2.776455 s
Cooldown: 2.759470 s
Cooldown: 2.554736 s
Cooldown: 2.480918 s
Cooldown: 2.708232 s
Cooldown: 2.791523 s
Cooldown: 2.899284 s
Cooldown: 2.990116 s
Cooldown: 2.811253 s
Cooldown: 2.762755 s
Cooldown: 2.900197 s
Cooldown: 2.969566 s
Cooldown: 2.683951 s
Cooldown: 2.837121 s
Cooldown: 3.104041 s
Cooldown: 2.900721 s
Cooldown: 3.481715 s
Cooldown: 2.774267 s
Cooldown: 3.312121 s
Cooldown: 2.845572 s
Cooldown: 2.971441 s
Cooldown: 3.339365 s
Cooldown: 2.949297 s
Cooldown: 2.760512 s
Cooldown: 2.865321 s
Cooldown: 2.859863 s
Cooldown: 3.116232 s
Cooldown: 2.987235 s
Cooldown: 2.923037 s
Cooldown: 3.207991 s
Cooldown: 2.778718 s
Cooldown: 2.757615 s
Cooldown: 2.871637 s
Cooldown: 2.873299 s
Cooldown: 3.050225 s
Cooldown: 2.995555 s
Cooldown: 3.034292 s
Cooldown: 2.610741 s
Cooldown: 2.774877 s
Cooldown: 2.891584 s
Cooldown: 3.291281 s
Cooldown: 3.009496 s
Cooldown: 3.392946 s
Cooldown: 2.896026 s
Cooldown: 3.442290 s
Cooldown: 3.082095 s
Cooldown: 2.983270 s
Cooldown: 2.952042 s
Cooldown: 3.259673 s
Cooldown: 3.388072 s
Cooldown: 3.091711 s
Cooldown: 3.354502 s
Cooldown: 2.909718 s
Cooldown: 2.952211 s
Cooldown: 2.883427 s
Cooldown: 2.932270 s
Cooldown: 2.691034 s
Cooldown: 2.954799 s
Cooldown: 2.876951 s
Cooldown: 2.914035 s
Cooldown: 2.969495 s
Cooldown: 2.690518 s
Cooldown: 2.502446 s
Cooldown: 2.640029 s
Cooldown: 2.762867 s
Cooldown: 2.817571 s
Cooldown: 3.005108 s
Cooldown: 3.127207 s
Cooldown: 2.478770 s
Cooldown: 2.666924 s
Cooldown: 2.736476 s
Cooldown: 2.924127 s
Cooldown: 2.991908 s
Cooldown: 2.615360 s
Cooldown: 2.866736 s
Cooldown: 3.097501 s
Cooldown: 2.741191 s
Cooldown: 2.780750 s
Cooldown: 2.821740 s
Cooldown: 2.575236 s
Cooldown: 2.805824 s
Cooldown: 3.255661 s
Cooldown: 2.771861 s
Cooldown: 2.648162 s
Cooldown: 2.913934 s
Cooldown: 2.814110 s
Cooldown: 2.794868 s
Cooldown: 3.296202 s
Cooldown: 2.771947 s
Cooldown: 2.846799 s
Cooldown: 3.256927 s
Cooldown: 2.668454 s
Cooldown: 2.882071 s
Cooldown: 3.412818 s
Cooldown: 2.847604 s
Cooldown: 3.263516 s
Cooldown: 3.136516 s
Cooldown: 2.596631 s
Cooldown: 3.124159 s
Cooldown: 3.386870 s
Cooldown: 2.574041 s
Cooldown: 2.726908 s
Cooldown: 3.155187 s
Cooldown: 2.900119 s
Cooldown: 2.835586 s
Cooldown: 3.217350 s
Cooldown: 3.046647 s
Cooldown: 3.748776 s
Cooldown: 2.960068 s
Cooldown: 3.195180 s
Cooldown: 2.971989 s
Cooldown: 3.181396 s
Cooldown: 3.679041 s
Cooldown: 3.145798 s
Cooldown: 3.189055 s
Cooldown: 3.045500 s
Cooldown: 3.175235 s
Cooldown: 3.079736 s
Cooldown: 2.923714 s
Cooldown: 3.384896 s
Cooldown: 2.738690 s
Cooldown: 3.132885 s
Cooldown: 3.343466 s
Cooldown: 2.940719 s
Cooldown: 3.087597 s
Cooldown: 2.819049 s
Cooldown: 3.454357 s
Cooldown: 3.078018 s
Cooldown: 3.479395 s
Cooldown: 2.736825 s
Cooldown: 3.166430 s
Cooldown: 3.333741 s
Cooldown: 2.652268 s
Cooldown: 3.023703 s
Cooldown: 3.398469 s
Cooldown: 3.275709 s
Cooldown: 3.278825 s
Cooldown: 3.056416 s
Cooldown: 3.296638 s
Cooldown: 3.449953 s
Cooldown: 3.240612 s
Cooldown: 3.358931 s
Cooldown: 3.320511 s
Cooldown: 3.096816 s
Cooldown: 3.431376 s
Cooldown: 3.215303 s
Cooldown: 3.561952 s
Cooldown: 3.302944 s
Cooldown: 3.372417 s
Cooldown: 3.388871 s
Cooldown: 3.302255 s
Cooldown: 3.239530 s
Cooldown: 3.097884 s
Cooldown: 3.227040 s
Cooldown: 3.550460 s
Cooldown: 3.506646 s
Cooldown: 3.421873 s
Cooldown: 3.637556 s
Cooldown: 3.571754 s
Cooldown: 3.528560 s
Cooldown: 3.483761 s
Cooldown: 3.677157 s
Cooldown: 3.406258 s
Cooldown: 3.294195 s
Cooldown: 2.794742 s
Cooldown: 3.121740 s
Cooldown: 2.945385 s
Cooldown: 3.182094 s
Cooldown: 3.539441 s
Cooldown: 2.865908 s
Cooldown: 2.882945 s
Cooldown: 3.139542 s
Cooldown: 2.892772 s
Cooldown: 3.067165 s
Cooldown: 3.231654 s
Cooldown: 3.222218 s
Cooldown: 3.046116 s
Cooldown: 2.992919 s
Cooldown: 2.996470 s
Cooldown: 2.999928 s
Cooldown: 3.246639 s
Cooldown: 3.073064 s
Cooldown: 3.847086 s
Cooldown: 2.919170 s
Cooldown: 3.091710 s
Cooldown: 3.604327 s
Cooldown: 2.843503 s
Cooldown: 2.786238 s
Cooldown: 2.890017 s
Cooldown: 3.176055 s
Cooldown: 2.709480 s
